Year,County,Place,CFIPS,PFIPS,Total Population,Household Population,Group Quarters Population,Household Size,Total Housing Units,Occupied Housing Units,Vacant Housing Units,Vacancy Percent,Household Pop to Housing Units Ratio
2011,San Juan County,Silverton,111,70580,641,641,0,1.99,501,323.0,178.0,35.55,1.2794411177644711
2011,Elbert County,Simla,39,70635,605,575,30,2.67,265,215.0,50.0,18.8,2.169811320754717
2011,Pitkin County,Snowmass Village,97,71755,2994,2984,10,2.14,2379,1394.0,985.0,41.42,1.2543085329970576
2011,Rio Grande County,South Fork,105,72395,469,463,6,2.14,540,216.0,324.0,59.94,0.8574074074074074
2011,Baca County,Springfield,9,73330,1418,1361,57,2.12,732,643.0,89.0,12.15,1.8592896174863387
2011,Las Animas County,Starkville,71,73715,73,73,0,2.27,41,32.0,9.0,21.11,1.7804878048780488
2011,Routt County,Steamboat Springs,107,73825,12201,11921,280,2.28,9473,5237.0,4236.0,44.72,1.2584186635701466
2011,Logan County,Sterling,75,73935,14431,11094,3337,2.25,5197,4928.0,269.0,5.17,2.134693092168559
2011,Kit Carson County,Stratton,63,74485,635,628,7,2.29,315,275.0,40.0,12.79,1.9936507936507937
2011,Crowley County,Sugar City,25,74815,272,272,0,2.23,147,122.0,25.0,17.27,1.8503401360544218
2011,Boulder County,Superior (Part),13,75640,12572,12572,0,2.77,4700,4533.0,167.0,3.54,2.6748936170212767
2011,Jefferson County,Superior (Part),59,75640,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2011,Otero County,Swink,89,75970,630,630,0,2.48,284,253.0,31.0,10.76,2.2183098591549295
2011,San Miguel County,Telluride,113,76795,2539,2539,0,2.13,2152,1189.0,963.0,44.73,1.179832713754647
2011,Adams County,Thornton (Part),1,77290,122002,121538,464,2.86,43884,42433.0,1451.0,3.31,2.7695287576337617
2011,Weld County,Thornton (Part),123,77290,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2011,Larimer County,Timnath (Part),69,77510,807,807,0,2.95,307,273.0,34.0,11.01,2.6286644951140063
2011,Weld County,Timnath (Part),123,77510,7,7,0,2.37,3,3.0,0.0,0.0,2.3333333333333335
2011,Las Animas County,Trinidad,71,78610,9033,8662,371,2.3,4254,3773.0,481.0,11.31,2.0362012223789376
2011,Baca County,Two Buttes,9,79270,41,41,0,1.67,30,24.0,6.0,18.53,1.3666666666666667
2011,Eagle County,Vail,37,80040,5248,5247,1,2.03,6981,2579.0,4402.0,63.06,0.7516115169746455
2011,Teller County,Victor,119,80865,390,390,0,1.88,331,208.0,123.0,37.28,1.1782477341389728
2011,Baca County,Vilas,9,81030,81,81,0,2.62,37,31.0,6.0,16.62,2.189189189189189
2011,Kit Carson County,Vona,63,81690,112,112,0,2.16,61,52.0,9.0,15.39,1.8360655737704918
2011,Jackson County,Walden,57,82130,584,582,2,2.08,351,279.0,72.0,20.37,1.6581196581196582
2011,Huerfano County,Walsenburg,55,82350,2950,2896,54,2.13,1617,1361.0,256.0,15.81,1.7909709338280766
2011,Baca County,Walsh,9,82460,593,572,21,2.11,329,271.0,58.0,17.63,1.7386018237082066
2011,Boulder County,Ward,13,82735,155,155,0,1.98,100,78.0,22.0,21.75,1.55
2011,Larimer County,Wellington,69,83230,6416,6416,0,2.88,2314,2226.0,88.0,3.8,2.772687986171132
2011,Custer County,Westcliffe,27,83450,472,458,15,2.07,298,221.0,77.0,25.79,1.5369127516778522
2011,Adams County,Westminster (Part),1,83835,65229,64906,323,2.49,27052,26019.0,1033.0,3.82,2.3993050421410618
2011,Jefferson County,Westminster (Part),59,83835,42866,42709,157,2.53,17413,16872.0,541.0,3.11,2.452707747085511
2011,Jefferson County,Wheat Ridge,59,84440,30526,29968,559,2.12,14902,14114.0,788.0,5.29,2.011005234196752
2011,Morgan County,Wiggins,87,84770,1114,1114,0,2.98,404,374.0,30.0,7.51,2.757425742574257
2011,Prowers County,Wiley,99,85045,436,436,0,2.5,193,174.0,19.0,9.62,2.2590673575129534
2011,Fremont County,Williamsburg,43,85155,667,667,0,2.55,283,261.0,22.0,7.66,2.3568904593639575
2011,Larimer County,Windsor (Part),69,85485,4662,4662,0,2.91,1702,1604.0,98.0,5.76,2.739130434782609
2011,Weld County,Windsor (Part),123,85485,14679,14576,103,2.71,5735,5384.0,351.0,6.12,2.541586748038361
2011,Grand County,Winter Park,49,85705,1079,1066,13,2.04,2516,522.0,1994.0,79.25,0.4236883942766296
2011,Teller County,Woodland Park,119,86090,7214,7214,0,2.46,3211,2937.0,274.0,8.53,2.2466521332918092
2011,Yuma County,Wray,125,86310,2431,2225,207,2.38,992,936.0,56.0,5.61,2.242943548387097
2011,Routt County,Yampa,107,86475,394,394,0,2.45,195,161.0,34.0,17.54,2.0205128205128204
2011,Yuma County,Yuma,125,86750,3526,3454,73,2.54,1433,1362.0,71.0,4.95,2.410327983251919
2011,Adams County,Unincorp. Area,1,99990,89951,89642,309,2.99,31376,29947.0,1429.0,4.56,2.857024477307496
2011,Alamosa County,Unincorp. Area,3,99990,6560,6492,68,2.57,2817,2525.0,292.0,10.38,2.3045793397231096
2011,Arapahoe County,Unincorp. Area,5,99990,86439,85725,714,2.62,34174,32678.0,1496.0,4.38,2.508485983496225
2011,Archuleta County,Unincorp. Area,7,99990,10255,10194,61,2.26,7847,4505.0,3342.0,42.59,1.299095195616159
2011,Baca County,Unincorp. Area,9,99990,1383,1383,0,2.36,708,586.0,122.0,17.25,1.9533898305084745
2011,Bent County,Unincorp. Area,11,99990,3919,1883,2036,2.36,938,796.0,142.0,15.11,2.0074626865671643
2011,Boulder County,Unincorp. Area,13,99990,44355,44300,55,2.34,21221,18968.0,2253.0,10.62,2.087554780641817
2011,Chaffee County,Unincorp. Area,15,99990,9294,7985,1309,2.23,5395,3583.0,1812.0,33.58,1.4800741427247452
2011,Cheyenne County,Unincorp. Area,17,99990,713,713,0,2.45,328,291.0,37.0,11.37,2.173780487804878
2011,Clear Creek County,Unincorp. Area,19,99990,5787,5778,9,2.23,3501,2591.0,910.0,26.01,1.6503856041131106
2011,Conejos County,Unincorp. Area,21,99990,4523,4491,32,2.62,2289,1713.0,576.0,25.15,1.9619921363040629
2011,Costilla County,Unincorp. Area,23,99990,2579,2579,0,2.23,1817,1158.0,659.0,36.28,1.4193725921849203
2011,Crowley County,Unincorp. Area,25,99990,3953,1291,2662,2.48,581,520.0,61.0,10.43,2.2220309810671255
2011,Custer County,Unincorp. Area,27,99990,3261,3261,0,2.17,2981,1504.0,1477.0,49.56,1.0939282120093927
2011,Delta County,Unincorp. Area,29,99990,13534,13071,463,2.41,6730,5432.0,1298.0,19.29,1.9421991084695394
2011,Dolores County,Unincorp. Area,33,99990,964,964,0,2.3,546,420.0,126.0,23.12,1.7655677655677655
2011,Douglas County,Unincorp. Area,35,99990,174678,174455,224,2.77,65162,63082.0,2080.0,3.19,2.677250544796047
2011,Eagle County,Unincorp. Area,37,99990,23496,23496,0,2.77,13755,8473.0,5282.0,38.4,1.7081788440567067
2011,Elbert County,Unincorp. Area,39,99990,20368,20360,8,2.76,7842,7376.0,466.0,5.94,2.5962764600867128
2011,El Paso County,Unincorp. Area,41,99990,168485,157931,10554,2.88,57709,54756.0,2953.0,5.12,2.7366788542515033
2011,Fremont County,Unincorp. Area,43,99990,24992,17958,7034,2.32,9604,7738.0,1866.0,19.43,1.8698458975426906
2011,Garfield County,Unincorp. Area,45,99990,22095,21622,472,2.71,9329,7975.0,1354.0,14.51,2.3177189409368637
2011,Gilpin County,Unincorp. Area,47,99990,4616,4568,48,2.24,2739,2042.0,697.0,25.45,1.6677619569185835
2011,Grand County,Unincorp. Area,49,99990,8153,7991,162,2.25,8563,3559.0,5004.0,58.44,0.9332009809646152
2011,Gunnison County,Unincorp. Area,51,99990,6947,6857,90,2.31,5889,2966.0,2923.0,49.63,1.1643742570894888
2011,Hinsdale County,Unincorp. Area,53,99990,427,377,50,2.22,844,169.0,675.0,79.92,0.4466824644549763
2011,Huerfano County,Unincorp. Area,55,99990,2863,2758,105,2.1,2290,1313.0,977.0,42.67,1.2043668122270743
2011,Jackson County,Unincorp. Area,57,99990,803,803,0,2.18,796,368.0,428.0,53.78,1.0087939698492463
2011,Jefferson County,Unincorp. Area,59,99990,189404,187793,1611,2.55,77426,73703.0,3723.0,4.81,2.42545139875494
2011,Kiowa County,Unincorp. Area,61,99990,569,569,0,2.37,297,240.0,57.0,19.04,1.9158249158249159
2011,Kit Carson County,Unincorp. Area,63,99990,2301,2301,0,2.47,1070,932.0,138.0,12.89,2.150467289719626
2011,Lake County,Unincorp. Area,65,99990,4628,4624,4,2.64,2597,1753.0,844.0,32.49,1.7805159799768964
2011,La Plata County,Unincorp. Area,67,99990,31735,31642,93,2.42,16857,13073.0,3784.0,22.45,1.8770837040991872
2011,Larimer County,Unincorp. Area,69,99990,66989,66141,847,2.47,33067,26804.0,6263.0,18.94,2.000211691414401
2011,Las Animas County,Unincorp. Area,71,99990,5397,4926,471,2.26,2960,2175.0,785.0,26.53,1.6641891891891891
2011,Lincoln County,Unincorp. Area,73,99990,2564,1626,938,2.42,788,672.0,116.0,14.67,2.063451776649746
2011,Logan County,Unincorp. Area,75,99990,6398,6302,96,2.48,2689,2546.0,143.0,5.31,2.343622164373373
2011,Mesa County,Unincorp. Area,77,99990,71275,71035,240,2.59,29762,27427.0,2335.0,7.84,2.3867683623412406
2011,Mineral County,Unincorp. Area,79,99990,467,467,0,2.14,876,219.0,657.0,75.04,0.5331050228310502
2011,Moffat County,Unincorp. Area,81,99990,3849,3846,3,2.58,1823,1491.0,332.0,18.19,2.1097092704333518
2011,Montezuma County,Unincorp. Area,83,99990,14821,14792,30,2.47,7008,5997.0,1011.0,14.42,2.1107305936073057
2011,Montrose County,Unincorp. Area,85,99990,17981,17954,27,2.55,7401,7039.0,362.0,4.89,2.425888393460343
2011,Morgan County,Unincorp. Area,87,99990,9102,9102,0,2.68,3711,3393.0,318.0,8.57,2.452708164915117
2011,Otero County,Unincorp. Area,89,99990,5104,5061,43,2.45,2313,2065.0,248.0,10.72,2.1880674448767836
2011,Ouray County,Unincorp. Area,91,99990,2501,2501,0,2.16,1785,1160.0,625.0,35.04,1.4011204481792716
2011,Park County,Unincorp. Area,93,99990,14961,14876,85,2.25,13231,6619.0,6612.0,49.98,1.1243292268158114
2011,Phillips County,Unincorp. Area,95,99990,1113,1113,0,2.52,474,441.0,33.0,6.97,2.348101265822785
2011,Pitkin County,Unincorp. Area,97,99990,6190,6170,20,2.32,3716,2664.0,1052.0,28.32,1.6603875134553283
2011,Prowers County,Unincorp. Area,99,99990,2701,2695,6,2.54,1182,1059.0,123.0,10.4,2.2800338409475467
2011,Pueblo County,Unincorp. Area,101,99990,52520,52254,267,2.65,21822,19710.0,2112.0,9.68,2.3945559527082763
2011,Rio Blanco County,Unincorp. Area,103,99990,1686,1677,10,2.43,946,689.0,257.0,27.15,1.7727272727272727
2011,Rio Grande County,Unincorp. Area,105,99990,5372,5278,94,2.5,2998,2110.0,888.0,29.62,1.76050700466978
2011,Routt County,Unincorp. Area,107,99990,8224,8167,57,2.43,4661,3357.0,1304.0,27.97,1.7521990989058143
2011,Saguache County,Unincorp. Area,109,99990,3259,3259,0,2.13,1956,1532.0,424.0,21.68,1.6661554192229038
2011,San Juan County,Unincorp. Area,111,99990,65,65,0,2.43,239,27.0,212.0,88.88,0.2719665271966527
2011,San Miguel County,Unincorp. Area,113,99990,3054,2973,81,2.26,2069,1315.0,754.0,36.42,1.4369260512324795
2011,Sedgwick County,Unincorp. Area,115,99990,652,652,0,2.26,354,289.0,65.0,18.34,1.8418079096045197
2011,Summit County,Unincorp. Area,117,99990,15132,14946,185,2.39,15661,6257.0,9404.0,60.05,0.9543451886852692
