Year,County,Place,CFIPS,PFIPS,Total Population,Household Population,Group Quarters Population,Household Size,Total Housing Units,Occupied Housing Units,Vacant Housing Units,Vacancy Percent,Household Pop to Housing Units Ratio
2012,Las Animas County,Kim,71,40570,85,85,0,1.92,55,44.0,11.0,19.37,1.5454545454545454
2012,Elbert County,Kiowa,39,40790,708,673,35,2.44,318,275.0,43.0,13.41,2.1163522012578615
2012,Cheyenne County,Kit Carson,17,41010,272,257,15,2.31,133,111.0,22.0,16.43,1.9323308270676691
2012,Grand County,Kremmling,49,41560,1332,1328,4,2.36,634,562.0,72.0,11.31,2.0946372239747633
2012,Boulder County,Lafayette,13,41835,25466,25368,98,2.53,10257,10024.0,233.0,2.27,2.4732377888271424
2012,Conejos County,La Jara,21,42055,779,773,6,2.6,327,297.0,30.0,9.15,2.363914373088685
2012,Otero County,La Junta,89,42110,7208,6927,281,2.34,3348,2962.0,386.0,11.53,2.0689964157706093
2012,Hinsdale County,Lake City,53,42330,410,410,0,2.11,431,194.0,237.0,54.88,0.951276102088167
2012,Jefferson County,Lakeside,59,42495,10,10,0,1.09,10,9.0,1.0,12.61,1.0
2012,Jefferson County,Lakewood,59,43000,145387,143180,2207,2.27,65821,62986.0,2835.0,4.31,2.175293599307212
2012,Prowers County,Lamar,99,43110,7913,7638,274,2.45,3459,3114.0,345.0,9.97,2.2081526452732003
2012,Douglas County,Larkspur,35,43550,196,196,0,2.24,92,87.0,5.0,4.92,2.130434782608696
2012,Weld County,La Salle,123,43605,2007,2007,0,2.82,747,713.0,34.0,4.61,2.6867469879518073
2012,Bent County,Las Animas,11,43660,2397,2319,78,2.3,1178,1007.0,171.0,14.49,1.968590831918506
2012,Huerfano County,La Veta,55,44100,861,861,0,1.93,567,445.0,122.0,21.44,1.5185185185185186
2012,Lake County,Leadville,65,44320,2577,2510,68,2.12,1680,1186.0,494.0,29.4,1.494047619047619
2012,Lincoln County,Limon,73,44980,1926,1926,0,2.29,928,841.0,87.0,9.4,2.0754310344827585
2012,Arapahoe County,Littleton (Part),5,45255,40892,40378,514,2.22,18930,18219.0,711.0,3.75,2.1330163761225567
2012,Douglas County,Littleton (Part),35,45255,30,30,0,1.87,17,16.0,1.0,6.57,1.7647058823529411
2012,Jefferson County,Littleton (Part),59,45255,2390,2390,0,3.02,805,790.0,15.0,1.8,2.968944099378882
2012,Adams County,Lochbuie (Part),1,45530,2,2,0,1.8,1,1.0,0.0,0.0,2.0
2012,Weld County,Lochbuie (Part),123,45530,5203,5203,0,2.96,1853,1757.0,96.0,5.2,2.8078791149487317
2012,Morgan County,Log Lane Village,87,45695,900,900,0,2.93,332,307.0,25.0,7.49,2.710843373493976
2012,Douglas County,Lone Tree,35,45955,10686,10686,0,2.5,4394,4279.0,115.0,2.63,2.4319526627218937
2012,Boulder County,Longmont (Part),13,45970,88451,87776,676,2.56,35443,34315.0,1128.0,3.18,2.4765397962926388
2012,Weld County,Longmont (Part),123,45970,94,78,16,1.78,54,44.0,10.0,18.91,1.4444444444444444
2012,Boulder County,Louisville,13,46355,18959,18815,144,2.42,7986,7767.0,219.0,2.74,2.355997996493864
2012,Larimer County,Loveland,69,46465,69333,68789,544,2.43,29628,28353.0,1275.0,4.3,2.3217564466045633
2012,Boulder County,Lyons,13,47070,2119,2119,0,2.4,911,884.0,27.0,2.93,2.3260153677277717
2012,Conejos County,Manassa,21,48060,947,947,0,2.69,389,352.0,37.0,9.56,2.4344473007712084
2012,Montezuma County,Mancos,83,48115,1221,1145,76,2.31,549,497.0,52.0,9.53,2.085610200364299
2012,El Paso County,Manitou Springs,41,48445,5098,5065,33,1.98,2782,2554.0,228.0,8.19,1.8206326383896478
2012,Otero County,Manzanola,89,48500,393,393,0,2.58,177,152.0,25.0,14.09,2.2203389830508473
2012,Gunnison County,Marble,51,48555,129,129,0,2.33,103,55.0,48.0,46.47,1.2524271844660195
2012,Weld County,Mead,123,49600,3737,3737,0,2.95,1304,1266.0,38.0,2.95,2.8657975460122698
2012,Rio Blanco County,Meeker,103,49875,2403,2329,74,2.39,1150,973.0,177.0,15.38,2.0252173913043476
2012,Logan County,Merino,75,50040,306,306,0,2.59,125,118.0,7.0,5.43,2.448
2012,Weld County,Milliken,123,50480,5786,5786,0,3.02,2002,1915.0,87.0,4.33,2.89010989010989
2012,Eagle County,Minturn,37,50920,1019,1019,0,2.42,529,422.0,107.0,20.25,1.9262759924385633
2012,Saguache County,Moffat,109,51250,120,120,0,2.27,64,53.0,11.0,17.36,1.875
2012,Rio Grande County,Monte Vista,105,51635,4365,4314,51,2.46,1915,1756.0,159.0,8.3,2.2527415143603133
2012,Summit County,Montezuma,117,51690,66,66,0,2.61,55,25.0,30.0,53.72,1.2
2012,Montrose County,Montrose,85,51745,20251,19784,468,2.35,8782,8402.0,380.0,4.32,2.252789797312685
2012,El Paso County,Monument,41,51800,6452,6452,0,3.04,2199,2125.0,74.0,3.38,2.9340609367894497
2012,Jefferson County,Morrison,59,52075,414,266,148,2.09,131,127.0,4.0,2.96,2.030534351145038
2012,Jefferson County,Mountain View,59,52350,523,523,0,1.98,278,264.0,14.0,4.94,1.881294964028777
2012,San Miguel County,Mountain Village,113,52550,1178,1178,0,1.79,1636,659.0,977.0,59.72,0.7200488997555012
2012,Gunnison County,Mount Crested Butte,51,52570,796,796,0,2.01,1481,396.0,1085.0,73.26,0.537474679270763
2012,Montrose County,Naturita,85,53120,516,516,0,2.15,264,240.0,24.0,9.23,1.9545454545454546
2012,Boulder County,Nederland,13,53175,1503,1498,5,2.19,742,684.0,58.0,7.84,2.018867924528302
2012,Garfield County,New Castle,45,53395,4382,4382,0,2.84,1669,1542.0,127.0,7.6,2.6255242660275613
2012,Adams County,Northglenn (Part),1,54330,36837,36706,130,2.66,14296,13804.0,492.0,3.44,2.567571348628987
2012,Weld County,Northglenn (Part),123,54330,15,15,0,1.83,10,8.0,2.0,18.41,1.5
2012,San Miguel County,Norwood,113,54880,493,493,0,2.39,236,206.0,30.0,12.71,2.0889830508474576
2012,Montrose County,Nucla,85,54935,635,635,0,2.27,302,279.0,23.0,7.52,2.1026490066225167
2012,Weld County,Nunn,123,55045,439,439,0,2.53,196,173.0,23.0,11.61,2.239795918367347
2012,Routt County,Oak Creek,107,55155,849,849,0,2.22,480,382.0,98.0,20.36,1.76875
2012,Montrose County,Olathe,85,55540,1840,1769,71,3.03,609,585.0,24.0,4.0,2.9047619047619047
2012,Crowley County,Olney Springs,25,55705,347,347,0,2.53,156,137.0,19.0,12.26,2.2243589743589745
2012,San Miguel County,Ophir,113,55870,207,207,0,2.68,84,77.0,7.0,8.05,2.4642857142857144
2012,Delta County,Orchard City,29,55980,3085,3027,57,2.33,1422,1297.0,125.0,8.79,2.128691983122363
2012,Crowley County,Ordway,25,56145,1095,1054,41,2.32,518,454.0,64.0,12.32,2.034749034749035
2012,Washington County,Otis,121,56365,480,480,0,2.4,229,200.0,29.0,12.8,2.096069868995633
2012,Ouray County,Ouray,91,56420,974,974,0,2.18,787,448.0,339.0,43.12,1.2376111817026683
2012,Sedgwick County,Ovid,115,56475,302,302,0,2.24,162,135.0,27.0,16.84,1.8641975308641976
2012,Archuleta County,Pagosa Springs,7,56860,1649,1587,62,2.34,929,679.0,250.0,26.87,1.7082884822389666
2012,Mesa County,Palisade,77,56970,2715,2604,110,2.19,1285,1190.0,95.0,7.42,2.0264591439688715
2012,El Paso County,Palmer Lake,41,57025,2486,2483,3,2.52,1080,986.0,94.0,8.66,2.299074074074074
2012,Phillips County,Paoli,95,57245,39,39,0,2.15,21,18.0,3.0,12.64,1.8571428571428572
2012,Delta County,Paonia,29,57300,1420,1381,39,2.14,741,644.0,97.0,13.03,1.863697705802969
2012,Garfield County,Parachute,45,57400,1165,1165,0,2.89,539,403.0,136.0,25.15,2.1614100185528757
2012,Douglas County,Parker,35,57630,47031,46985,46,2.84,16837,16533.0,304.0,1.81,2.790580269644236
2012,Logan County,Peetz,75,58235,241,241,0,2.43,105,99.0,6.0,5.34,2.295238095238095
2012,Weld County,Pierce,123,59005,910,910,0,2.69,360,339.0,21.0,5.92,2.5277777777777777
2012,Gunnison County,Pitkin,51,59830,64,64,0,2.03,207,31.0,176.0,84.9,0.30917874396135264
2012,Weld County,Platteville,123,60160,2552,2552,0,2.9,935,880.0,55.0,5.89,2.7294117647058824
2012,Chaffee County,Poncha Springs,15,60600,704,704,0,2.27,352,311.0,41.0,11.75,2.0
2012,Baca County,Pritchett,9,61315,131,131,0,2.43,65,54.0,11.0,17.28,2.0153846153846153
2012,Pueblo County,Pueblo,101,62000,107123,103333,3790,2.37,47717,43591.0,4126.0,8.65,2.165538487331559
2012,El Paso County,Ramah,41,62660,126,126,0,2.21,67,57.0,10.0,14.94,1.8805970149253732
2012,Rio Blanco County,Rangely,103,62880,2693,2341,352,2.46,1107,950.0,157.0,14.18,2.1147244805781393
2012,Weld County,Raymer,123,63045,104,104,0,2.6,53,40.0,13.0,24.2,1.9622641509433962
2012,Eagle County,Red Cliff,37,63265,223,223,0,2.27,118,98.0,20.0,16.72,1.8898305084745763
2012,Dolores County,Rico,33,64090,351,351,0,2.1,219,167.0,52.0,23.63,1.6027397260273972
2012,Ouray County,Ridgway,91,64200,950,950,0,2.27,521,418.0,103.0,19.69,1.8234165067178503
2012,Garfield County,Rifle,45,64255,9553,9411,143,2.82,3699,3342.0,357.0,9.64,2.5442011354420115
2012,Fremont County,Rockvale,43,64970,511,511,0,2.39,242,213.0,29.0,11.87,2.1115702479338845
2012,Otero County,Rocky Ford,89,65190,4014,3944,70,2.39,1854,1647.0,207.0,11.17,2.127292340884574
2012,Conejos County,Romeo,21,65740,319,319,0,3.0,119,106.0,13.0,10.73,2.680672268907563
2012,Pueblo County,Rye,101,66895,160,160,0,2.21,115,72.0,43.0,36.97,1.391304347826087
2012,Saguache County,Saguache,109,67005,546,525,21,1.98,327,265.0,62.0,18.88,1.6055045871559632
2012,Chaffee County,Salida,15,67280,5231,5058,173,2.02,2912,2510.0,402.0,13.82,1.7369505494505495
2012,Conejos County,Sanford,21,67830,868,868,0,2.87,331,302.0,29.0,8.66,2.622356495468278
2012,Costilla County,San Luis,23,68105,595,595,0,2.2,339,270.0,69.0,20.31,1.7551622418879056
2012,San Miguel County,Sawpit,113,68655,29,29,0,2.22,16,13.0,3.0,17.41,1.8125
2012,Sedgwick County,Sedgwick,115,68930,167,167,0,2.01,112,83.0,29.0,25.76,1.4910714285714286
2012,Kit Carson County,Seibert,63,69040,129,129,0,2.13,75,60.0,15.0,19.39,1.72
2012,Weld County,Severance,123,69150,3373,3373,0,2.91,1203,1159.0,44.0,3.63,2.803823773898587
2012,Arapahoe County,Sheridan,5,69645,5885,5885,0,2.53,2464,2329.0,135.0,5.49,2.388392857142857
2012,Kiowa County,Sheridan Lake,61,69700,84,84,0,3.05,38,27.0,11.0,27.87,2.210526315789474
2012,Garfield County,Silt,45,70195,3158,3158,0,2.98,1145,1061.0,84.0,7.36,2.7580786026200874
2012,Custer County,Silver Cliff,27,70250,583,583,0,1.98,377,294.0,83.0,21.97,1.546419098143236
2012,Clear Creek County,Silver Plume,19,70360,181,181,0,2.0,146,91.0,55.0,37.8,1.2397260273972603
2012,Summit County,Silverthorne,117,70525,3835,3833,2,2.66,2067,1439.0,628.0,30.39,1.8543783260764393
2012,San Juan County,Silverton,111,70580,635,635,0,1.98,501,321.0,180.0,35.92,1.2674650698602794
2012,Elbert County,Simla,39,70635,598,568,30,2.68,264,212.0,52.0,19.85,2.1515151515151514
2012,Pitkin County,Snowmass Village,97,71755,3021,3011,10,2.15,2404,1400.0,1004.0,41.76,1.252495840266223
2012,Rio Grande County,South Fork,105,72395,472,466,6,2.13,541,219.0,322.0,59.55,0.8613678373382625
2012,Baca County,Springfield,9,73330,1399,1346,53,2.11,734,637.0,97.0,13.26,1.8337874659400546
2012,Las Animas County,Starkville,71,73715,72,72,0,2.27,41,32.0,9.0,22.76,1.7560975609756098
2012,Routt County,Steamboat Springs,107,73825,12233,11958,275,2.28,9479,5241.0,4238.0,44.71,1.2615254773710307
2012,Logan County,Sterling,75,73935,14347,11055,3293,2.25,5199,4916.0,283.0,5.45,2.1263704558568954
2012,Kit Carson County,Stratton,63,74485,641,635,7,2.31,315,275.0,40.0,12.58,2.015873015873016
2012,Crowley County,Sugar City,25,74815,270,270,0,2.24,147,121.0,26.0,17.77,1.836734693877551
2012,Boulder County,Superior (Part),13,75640,12655,12655,0,2.77,4701,4571.0,130.0,2.77,2.691980429695809
2012,Jefferson County,Superior (Part),59,75640,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2012,Otero County,Swink,89,75970,627,627,0,2.48,284,253.0,31.0,10.98,2.2077464788732395
2012,San Miguel County,Telluride,113,76795,2543,2543,0,2.14,2156,1189.0,967.0,44.83,1.1794990723562153
2012,Adams County,Thornton (Part),1,77290,124107,123641,466,2.87,44325,43115.0,1210.0,2.73,2.7894190637337846
2012,Weld County,Thornton (Part),123,77290,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2012,Larimer County,Timnath (Part),69,77510,1191,1191,0,2.99,443,399.0,44.0,9.99,2.688487584650113
2012,Weld County,Timnath (Part),123,77510,7,7,0,2.4,3,3.0,0.0,0.0,2.3333333333333335
2012,Las Animas County,Trinidad,71,78610,8975,8575,400,2.28,4256,3758.0,498.0,11.71,2.0148026315789473
2012,Baca County,Two Buttes,9,79270,39,39,0,1.67,30,24.0,6.0,21.01,1.3
2012,Eagle County,Vail,37,80040,5187,5186,1,2.03,6985,2550.0,4435.0,63.49,0.7424481030780243
2012,Teller County,Victor,119,80865,390,390,0,1.89,327,206.0,121.0,37.06,1.1926605504587156
2012,Baca County,Vilas,9,81030,83,83,0,2.63,37,31.0,6.0,15.05,2.2432432432432434
2012,Kit Carson County,Vona,63,81690,111,111,0,2.16,61,51.0,10.0,15.77,1.819672131147541
2012,Jackson County,Walden,57,82130,586,584,2,2.09,351,280.0,71.0,20.16,1.6638176638176638
2012,Huerfano County,Walsenburg,55,82350,2957,2905,52,2.13,1617,1362.0,255.0,15.79,1.7965367965367964
2012,Baca County,Walsh,9,82460,582,562,20,2.11,329,267.0,62.0,18.83,1.7082066869300911
2012,Boulder County,Ward,13,82735,161,161,0,1.96,99,82.0,17.0,16.86,1.6262626262626263
2012,Larimer County,Wellington,69,83230,6521,6521,0,2.89,2340,2258.0,82.0,3.48,2.7867521367521366
2012,Custer County,Westcliffe,27,83450,472,458,14,2.05,303,224.0,79.0,26.17,1.5115511551155116
2012,Adams County,Westminster (Part),1,83835,66342,66018,324,2.49,27345,26469.0,876.0,3.2,2.414262205156336
2012,Jefferson County,Westminster (Part),59,83835,43305,43146,159,2.52,17591,17109.0,482.0,2.74,2.4527315104314704
2012,Jefferson County,Wheat Ridge,59,84440,31060,30497,563,2.13,15018,14333.0,685.0,4.56,2.03069649753629
2012,Morgan County,Wiggins,87,84770,1095,1095,0,2.93,404,373.0,31.0,7.6,2.7103960396039604
2012,Prowers County,Wiley,99,85045,436,436,0,2.51,194,174.0,20.0,10.5,2.247422680412371
2012,Fremont County,Williamsburg,43,85155,673,673,0,2.55,285,264.0,21.0,7.5,2.3614035087719296
2012,Larimer County,Windsor (Part),69,85485,4785,4785,0,2.89,1753,1654.0,99.0,5.65,2.729606389047347
2012,Weld County,Windsor (Part),123,85485,15339,15235,104,2.71,5958,5620.0,338.0,5.68,2.5570661295736823
2012,Grand County,Winter Park,49,85705,1055,1042,13,2.03,2519,513.0,2006.0,79.62,0.41365621278285036
2012,Teller County,Woodland Park,119,86090,7228,7228,0,2.45,3233,2955.0,278.0,8.61,2.235694401484689
2012,Yuma County,Wray,125,86310,2412,2228,184,2.38,995,935.0,60.0,6.06,2.2391959798994976
2012,Routt County,Yampa,107,86475,394,394,0,2.44,196,161.0,35.0,17.68,2.010204081632653
2012,Yuma County,Yuma,125,86750,3508,3443,65,2.54,1432,1358.0,74.0,5.15,2.4043296089385473
2012,Adams County,Unincorp. Area,1,99990,91338,91027,311,3.0,31493,30374.0,1119.0,3.55,2.890388340266091
2012,Alamosa County,Unincorp. Area,3,99990,6557,6489,68,2.57,2808,2523.0,285.0,10.15,2.3108974358974357
2012,Arapahoe County,Unincorp. Area,5,99990,87789,87058,731,2.64,34160,33024.0,1136.0,3.33,2.548536299765808
2012,Archuleta County,Unincorp. Area,7,99990,10341,10282,59,2.26,7878,4541.0,3337.0,42.36,1.3051535922823052
2012,Baca County,Unincorp. Area,9,99990,1357,1357,0,2.37,708,573.0,135.0,19.05,1.9166666666666667
2012,Bent County,Unincorp. Area,11,99990,3467,1859,1608,2.36,940,786.0,154.0,16.33,1.9776595744680852
2012,Boulder County,Unincorp. Area,13,99990,45681,45623,57,2.34,21240,19536.0,1704.0,8.02,2.1479755178907722
2012,Chaffee County,Unincorp. Area,15,99990,9387,8089,1297,2.23,5385,3631.0,1754.0,32.58,1.5021355617455896
2012,Cheyenne County,Unincorp. Area,17,99990,716,716,0,2.47,328,290.0,38.0,11.58,2.182926829268293
2012,Clear Creek County,Unincorp. Area,19,99990,5763,5752,11,2.23,3516,2584.0,932.0,26.52,1.6359499431171787
2012,Conejos County,Unincorp. Area,21,99990,4474,4440,34,2.61,2299,1699.0,600.0,26.09,1.9312744671596347
2012,Costilla County,Unincorp. Area,23,99990,2573,2573,0,2.22,1817,1160.0,657.0,36.16,1.4160704457897633
2012,Crowley County,Unincorp. Area,25,99990,3959,1287,2673,2.47,583,521.0,62.0,10.57,2.207547169811321
2012,Custer County,Unincorp. Area,27,99990,3311,3311,0,2.17,3042,1527.0,1515.0,49.8,1.0884286653517423
2012,Delta County,Unincorp. Area,29,99990,13612,13095,517,2.4,6740,5453.0,1287.0,19.1,1.9428783382789319
2012,Dolores County,Unincorp. Area,33,99990,1012,1012,0,2.29,606,442.0,164.0,27.07,1.66996699669967
2012,Douglas County,Unincorp. Area,35,99990,177788,177540,248,2.76,65686,64224.0,1462.0,2.23,2.702859056724416
2012,Eagle County,Unincorp. Area,37,99990,23603,23603,0,2.77,13787,8512.0,5275.0,38.26,1.7119750489591645
2012,Elbert County,Unincorp. Area,39,99990,20385,20377,8,2.76,7851,7374.0,477.0,6.07,2.5954655457903453
2012,El Paso County,Unincorp. Area,41,99990,171799,161234,10565,2.89,58550,55799.0,2751.0,4.7,2.7537830913748933
2012,Fremont County,Unincorp. Area,43,99990,24948,18053,6895,2.32,9634,7778.0,1856.0,19.27,1.8738841602657255
2012,Garfield County,Unincorp. Area,45,99990,22231,21737,494,2.71,9354,8014.0,1340.0,14.33,2.3238186871926447
2012,Gilpin County,Unincorp. Area,47,99990,4633,4586,47,2.24,2750,2047.0,703.0,25.56,1.6676363636363636
2012,Grand County,Unincorp. Area,49,99990,8139,7979,160,2.24,8565,3565.0,5000.0,58.38,0.9315820198482195
2012,Gunnison County,Unincorp. Area,51,99990,6911,6820,91,2.31,5910,2948.0,2962.0,50.12,1.1539763113367174
2012,Hinsdale County,Unincorp. Area,53,99990,421,376,45,2.22,850,170.0,680.0,80.05,0.4423529411764706
2012,Huerfano County,Unincorp. Area,55,99990,2869,2768,101,2.1,2318,1319.0,999.0,43.08,1.1941328731665228
2012,Jackson County,Unincorp. Area,57,99990,798,798,0,2.17,798,368.0,430.0,53.94,1.0
2012,Jefferson County,Unincorp. Area,59,99990,191022,189339,1683,2.55,77501,74318.0,3183.0,4.11,2.4430523477116424
2012,Kiowa County,Unincorp. Area,61,99990,576,576,0,2.39,298,241.0,57.0,19.17,1.9328859060402686
2012,Kit Carson County,Unincorp. Area,63,99990,2310,2310,0,2.47,1070,936.0,134.0,12.55,2.1588785046728973
2012,Lake County,Unincorp. Area,65,99990,4526,4521,4,2.63,2597,1718.0,879.0,33.85,1.7408548324990374
2012,La Plata County,Unincorp. Area,67,99990,31956,31864,92,2.41,16887,13208.0,3679.0,21.79,1.8868952448629124
2012,Larimer County,Unincorp. Area,69,99990,68222,67357,865,2.47,33053,27306.0,5747.0,17.39,2.037848304238647
2012,Las Animas County,Unincorp. Area,71,99990,5394,4967,426,2.26,3035,2201.0,834.0,27.47,1.6365733113673806
2012,Lincoln County,Unincorp. Area,73,99990,2566,1626,940,2.42,791,672.0,119.0,15.01,2.0556257901390644
2012,Logan County,Unincorp. Area,75,99990,6414,6314,100,2.47,2700,2551.0,149.0,5.51,2.3385185185185184
2012,Mesa County,Unincorp. Area,77,99990,71166,70923,243,2.58,29796,27442.0,2354.0,7.9,2.38028594442207
2012,Mineral County,Unincorp. Area,79,99990,481,481,0,2.14,885,224.0,661.0,74.64,0.5435028248587571
2012,Moffat County,Unincorp. Area,81,99990,3748,3745,3,2.58,1830,1452.0,378.0,20.65,2.046448087431694
2012,Montezuma County,Unincorp. Area,83,99990,14806,14776,30,2.46,7008,5997.0,1011.0,14.43,2.108447488584475
2012,Montrose County,Unincorp. Area,85,99990,18061,18034,27,2.55,7455,7073.0,382.0,5.13,2.419047619047619
2012,Morgan County,Unincorp. Area,87,99990,9058,9058,0,2.66,3731,3406.0,325.0,8.7,2.427767354596623
2012,Otero County,Unincorp. Area,89,99990,5100,5057,43,2.45,2316,2064.0,252.0,10.89,2.1835060449050085
2012,Ouray County,Unincorp. Area,91,99990,2554,2554,0,2.15,1796,1188.0,608.0,33.86,1.4220489977728286
2012,Park County,Unincorp. Area,93,99990,14798,14719,79,2.25,13231,6555.0,6676.0,50.46,1.1124631547124177
2012,Phillips County,Unincorp. Area,95,99990,1116,1116,0,2.53,475,441.0,34.0,7.09,2.349473684210526
2012,Pitkin County,Unincorp. Area,97,99990,6205,6185,20,2.32,3733,2666.0,1067.0,28.59,1.65684436110367
2012,Prowers County,Unincorp. Area,99,99990,2674,2668,6,2.55,1185,1047.0,138.0,11.65,2.251476793248945
2012,Pueblo County,Unincorp. Area,101,99990,52713,52447,265,2.65,21921,19815.0,2106.0,9.61,2.392545960494503
2012,Rio Blanco County,Unincorp. Area,103,99990,1697,1688,9,2.44,956,693.0,263.0,27.52,1.7656903765690377
2012,Rio Grande County,Unincorp. Area,105,99990,5370,5279,91,2.5,3019,2113.0,906.0,30.0,1.7485922490891024
2012,Routt County,Unincorp. Area,107,99990,8228,8165,63,2.43,4674,3358.0,1316.0,28.15,1.7468977321352162
2012,Saguache County,Unincorp. Area,109,99990,3281,3281,0,2.13,1980,1543.0,437.0,22.06,1.6570707070707071
2012,San Juan County,Unincorp. Area,111,99990,68,68,0,2.34,240,29.0,211.0,87.93,0.2833333333333333
2012,San Miguel County,Unincorp. Area,113,99990,3126,3000,126,2.28,2069,1318.0,751.0,36.32,1.4499758337361044
2012,Sedgwick County,Unincorp. Area,115,99990,652,652,0,2.26,354,289.0,65.0,18.44,1.8418079096045197
2012,Summit County,Unincorp. Area,117,99990,15303,15100,203,2.39,15621,6313.0,9308.0,59.59,0.9666474617502081
2012,Teller County,Unincorp. Area,119,99990,14467,14325,142,2.35,8385,6098.0,2287.0,27.28,1.7084078711985689
2012,Washington County,Unincorp. Area,121,99990,2453,2453,0,2.47,1149,994.0,155.0,13.52,2.134899912967798
2012,Weld County,Unincorp. Area,123,99990,43343,43304,39,2.73,16923,15843.0,1080.0,6.38,2.5588843585652663
2012,Yuma County,Unincorp. Area,125,99990,3928,3928,0,2.55,1710,1539.0,171.0,10.02,2.297076023391813
2013,Las Animas County,Aguilar,71,760,498,498,0,2.26,269,221.0,48.0,18.02,1.8513011152416357
